path	container	name	kind	identity	symbol_id	body_digest
rebuild/drive/backstop.ts		BackstopDecision	interface	exact	9a3240e8f441c8c5db9fee413630ffcf8f1cc00d5bb895c24959869a2d0eec8c	4e1c0279f8c1f9b4b4fe99bba2dbd906b4f003d00e013bf577e8ee8bc4bf0775
rebuild/drive/backstop.ts		evaluateBackstop	function	ordinal	4e0e4cd3bb46bd43098076da2aca71c73cb98b4ed11f83095568ee3b592cb164	aeda406b64dad5eea5938c54280b58d01502d49ff4b4d980d228f7445d440bca
rebuild/drive/loop.test.ts		openItem	variable	exact	3a3dd716385fffeacef4106ac4ebcde275981fee5e5321016abf751d5b7a4c70	6cf5b547814c0136916f1c74af2c8b236474a7630ef1a4d3f1602f2f561eb9e2
rebuild/drive/loop.ts		DriveStepResult	interface	exact	a517d1122a2925ad3151ca0004430be8bfcca959fe5e396207712bf6670e2eb9	632be698c200437a921aa46500209f2c856293c1cfedcfab246323faa9f3548d
rebuild/drive/loop.ts		driveStep	function	exact	c3a4c35a19494e94650838ca376c385f563351560815cea06e8b3d17c87593bd	0c6f99f2369102beae1b4b0d54372f2eefa8fe06989bc8a4fd492c73ba8379c2
rebuild/drive/orchestration-prompt.ts		COMPLETE_TOKEN	variable	exact	0b6ceb183630df64841ccbea6361a554d798d6c7b36722455ad312364e866a7d	b4d0364a2b5cd0e1717298b70a1859096d19e33a2a82d935be88a6af21955094
rebuild/drive/orchestration-prompt.ts		ORCHESTRATION_PROMPT	variable	exact	2a9892aecfef610b3fcd80c78648049368abf5f14a782cc2d1ce29449f66444b	b8ce7e5bf850a93a6c7ad26fe65144bf91f940ab7db341a5e530c5fa378a8438
rebuild/drive/outer-loop.test.ts		ORACLE	variable	exact	35267bce2a2e31614d8705702335ebc91c334f390c3c797a1f01d36b22906a24	1ad2d234847eb4bbe4cbe1176c2f3bcf82da08db61acf60e7c6c62c537a61161
rebuild/drive/outer-loop.test.ts		MockHost	class	exact	654a994c2bc929efd587e119598ea2671db8a9c96c3832efdb8f60f4988e629d	bda37fd8f8dc1c0f598acc4873bd2f11adbf50df9757234002ed3e03f74b0178
rebuild/drive/outer-loop.test.ts	MockHost	constructor	method	exact	56da3e0c391c3f4242e9fd14ce699e3527ecae13259f13835631f2afaaa8431e	b89c6fd792e8c6d58f3043eb9a44921fa10f21e2c5bad2b43e1c19fb7a688e62
